102 83310,30,0,0,0,3,3,11,24,76,62,24,3.742
102 83310,30,0,0,0,3,3,11,24,76,62,24,3.742
102 83310,30,0,0,0,3,3,11,24,76,62,24,3.742
102E83310,31,1,1,0,3,6,4,19,46,61,24,3.739
102E83310,31,1,1,0,3,6,4,19,46,61,24,3.739
102E83310,31,1,1,0,3,6,4,19,46,61,24,3.739
102E83310,32,1,0,1,2,1,6,12,42,72,32,3.834
102E83310,32,1,0,1,2,1,6,12,42,72,32,3.834
102E83310,32,1,0,1,2,1,6,12,42,72,32,3.834
102 83310,33,4,6,3,7,5,12,15,45,48,26,3.518
102E83310,35,2,1,2,3,2,12,6,31,36,42,3.745
102E83310,36,2,2,4,2,3,8,27,75,30,15,3.567
102E83310,37,0,0,0,0,8,10,13,28,49,20,3.751
102E83310,37,0,0,0,0,8,10,13,28,49,20,3.751
102E83310,37,0,0,0,0,8,10,13,28,49,20,3.751
102 83310,38,3,2,1,2,5,11,14,12,34,15,3.511
102 83310,39,0,0,0,1,0,2,4,12,18,29,3.979
102 83310,39,0,0,0,1,0,2,4,12,18,29,3.979
102E83310,40,0,15,4,7,10,14,8,11,5,0,2.78
102 83310,41,2,0,2,3,4,7,11,25,47,59,3.833
102E83310,42,3,2,2,2,5,9,14,30,68,24,3.679
102E83310,42,3,2,2,2,5,9,14,30,68,24,3.679
102 83310,43,1,0,0,1,0,1,3,8,24,30,3.968
102E83410,01,1,5,13,5,11,15,10,18,26,24,3.34
102E83410,01,1,5,13,5,11,15,10,18,26,24,3.34
102E83410,02,0,3,3,3,3,12,16,48,66,19,3.689
102E83410,03,2,1,1,2,3,15,22,63,46,12,3.609
102E83410,03,2,1,1,2,3,15,22,63,46,12,3.609
102E83410,04,0,0,0,0,2,1,6,11,30,17,3.91
102E83410,05,0,0,0,0,4,1,1,19,49,90,4.088
102E83410,05,0,0,0,0,4,1,1,19,49,90,4.088
102E83410,05,0,0,0,0,4,1,1,19,49,90,4.088
102 83410,06,0,0,0,0,0,7,6,8,3,11,3.706
102 83410,06,0,0,0,0,0,7,6,8,3,11,3.706
102 83410,06,0,0,0,0,0,7,6,8,3,11,3.706
102 83410,07,2,0,0,2,3,9,19,57,58,14,3.692
102 83410,08,0,4,6,0,13,17,18,43,43,28,3.58
102 83410,09,1,8,6,8,9,14,20,18,12,3,3.069
102E83410,10,0,3,3,3,3,16,16,42,39,6,3.543
103 00500,,1,0,0,0,0,0,0,0,7,4,3.767
103 00510,01,0,0,0,0,0,0,0,0,0,3,4.3
103 00510,02,0,0,0,0,0,0,0,0,3,2,4.12
103 00510,03,0,0,0,0,0,0,0,1,4,0,3.94
103 00510,04,0,0,0,0,0,0,0,1,3,2,4.05
103 00510,05,0,0,0,0,0,0,0,0,2,1,4.1
103 00510,06,0,0,0,0,0,0,0,0,1,0,4.0
103 00510,07,0,0,0,0,0,0,0,0,2,0,4.0
103 00510,08,0,0,0,0,0,0,1,0,1,1,3.867
103 14100,,32,9,6,7,13,29,46,97,92,68,3.35
103 23180,,1,0,3,4,17,32,49,41,13,17,3.365
103 50010,,16,14,14,25,54,95,196,416,333,131,3.571
103 51230,,108,31,60,57,87,162,218,477,570,546,3.513
103 51230,,108,31,60,57,87,162,218,477,570,546,3.513
103 51450,,3,0,0,1,3,9,23,73,146,108,3.912
103 51450,,3,0,0,1,3,9,23,73,146,108,3.912
103 51450,,3,0,0,1,3,9,23,73,146,108,3.912
103 51610,,57,33,11,18,30,29,33,34,38,27,2.549
103 51660,,42,28,36,29,39,61,36,106,93,107,3.15
103 51660,,42,28,36,29,39,61,36,106,93,107,3.15
103 51750,,58,17,18,21,24,60,64,206,143,69,3.235
103 51750,,58,17,18,21,24,60,64,206,143,69,3.235
103 51750,,58,17,18,21,24,60,64,206,143,69,3.235
103 51820,,20,9,12,11,22,42,52,124,130,40,3.403
103 51820,,20,9,12,11,22,42,52,124,130,40,3.403
103 51920,,8,4,5,2,4,4,13,20,29,16,3.294
103 52230,,38,26,38,51,78,154,170,268,190,60,3.244
103 52230,,38,26,38,51,78,154,170,268,190,60,3.244
103 52240,,0,0,0,0,0,0,1,8,8,1,3.844
103 52240,,0,0,0,0,0,0,1,8,8,1,3.844
103 52240,,0,0,0,0,0,0,1,8,8,1,3.844
103 52260,,9,7,3,2,3,11,24,37,36,10,3.287
103 52270,,4,2,8,8,17,65,114,286,215,53,3.628
103 52290,,13,8,9,9,20,34,47,120,108,58,3.495
103 52290,,13,8,9,9,20,34,47,120,108,58,3.495
103 52340,,38,3,3,13,18,29,51,105,101,55,3.303
103 52470,,7,1,1,1,1,12,52,93,62,13,3.557
103 52560,01,9,9,17,16,30,37,16,67,29,33,3.181
103 52560,01,9,9,17,16,30,37,16,67,29,33,3.181
103 52560,02,10,11,9,10,38,30,21,51,42,44,3.261
103 52560,02,10,11,9,10,38,30,21,51,42,44,3.261
104 09000,,16,6,19,12,11,35,40,111,164,110,3.592
104 10400,,6,1,5,7,6,7,18,19,25,28,3.402
104 11400,,22,28,26,40,50,123,124,241,183,60,3.329
104 11400,,22,28,26,40,50,123,124,241,183,60,3.329
104 12100,01,72,45,61,49,53,81,107,160,184,434,3.407
104 12100,01,72,45,61,49,53,81,107,160,184,434,3.407
104 12100,02,64,50,91,56,70,144,95,184,171,279,3.235
104 12100,02,64,50,91,56,70,144,95,184,171,279,3.235
104 16900,,23,8,12,11,15,35,25,82,55,12,3.115
104 18700,,4,2,0,0,3,7,13,43,23,10,3.519
104 18700,,4,2,0,0,3,7,13,43,23,10,3.519
104 21200,,6,11,13,14,23,34,34,67,47,13,3.225
104 26700,,0,0,1,0,1,0,7,7,20,5,3.785
104 26700,,0,0,1,0,1,0,7,7,20,5,3.785
104 30010,,27,13,17,18,6,32,15,27,23,21,2.721
104 30010,,27,13,17,18,6,32,15,27,23,21,2.721
104 32310,,11,2,11,6,11,26,13,43,29,13,3.156
104 32400,,8,5,4,0,4,13,23,41,122,25,3.63
104 32400,,8,5,4,0,4,13,23,41,122,25,3.63
104 32600,,6,2,2,6,6,16,27,67,149,64,3.75
104 32600,,6,2,2,6,6,16,27,67,149,64,3.75
104 35411,,2,0,0,0,1,0,1,4,20,5,3.706
104 40801,01,0,0,1,0,0,0,0,0,1,2,3.65
104 40801,02,0,0,0,0,0,0,0,0,3,1,4.075
104E45600,,2,1,0,0,0,7,4,7,25,20,3.755
104 47300,,9,2,3,3,17,40,31,10,0,0,2.796
104 47500,,1,4,2,1,4,2,8,11,8,8,3.335
104 47500,,1,4,2,1,4,2,8,11,8,8,3.335
104 48200,,3,1,0,2,0,1,1,2,2,4,2.825
104 48200,,3,1,0,2,0,1,1,2,2,4,2.825
104 49300,,7,6,12,5,16,25,26,43,38,26,3.297
104 49300,,7,6,12,5,16,25,26,43,38,26,3.297
104 49300,,7,6,12,5,16,25,26,43,38,26,3.297
104 49500,,0,2,2,1,2,3,2,7,1,2,3.145
104 49900,,0,2,2,3,6,4,3,11,11,7,3.412
105 12000,,7,1,1,7,9,11,26,48,84,107,3.776
105 13000,,20,1,1,0,6,9,25,79,152,26,3.578
105 15000,,5,5,2,3,5,13,26,65,56,14,3.518
105 201C0,,7,8,15,8,11,18,24,75,45,32,3.374
105 20210,,16,8,4,14,29,27,34,60,26,3,3.005
105 20300,,7,2,4,2,5,5,3,26,57,94,3.819
105 24400,,3,5,1,5,8,16,22,73,57,19,3.56
105 30401,,2,0,1,0,1,4,11,36,23,11,3.657
105 30501,,0,0,1,0,0,0,4,30,54,15,3.911
105 36900,,3,2,0,0,4,1,1,10,23,8,3.537
105 40101,01,0,0,0,0,0,0,0,2,2,3,4.043
105 40101,02,1,0,0,0,0,0,0,0,6,1,3.538
105 40101,03,0,0,0,0,0,0,0,0,4,3,4.129
105 40101,04,0,0,0,0,0,0,0,0,4,1,4.06
105 40101,05,0,0,0,0,0,0,1,0,1,0,3.65
105 41880,,2,0,0,1,3,3,13,21,31,23,3.741
105 42000,,14,2,3,10,9,17,32,74,72,35,3.454
105 42000,,14,2,3,10,9,17,32,74,72,35,3.454
105 42020,,4,2,2,0,6,2,2,10,16,20,3.487
105 42020,,4,2,2,0,6,2,2,10,16,20,3.487
105 42050,,0,1,0,1,0,1,2,14,11,2,3.688
105 42090,,0,0,2,0,0,0,3,2,7,9,3.826
106 12200,,9,1,0,2,6,12,30,98,104,45,3.679
106 13100,,2,1,2,3,3,19,29,66,132,51,3.782
106 14220,01,0,0,0,0,0,0,3,4,8,25,4.105
106 14220,02,0,0,0,0,0,0,0,2,5,6,4.092
106 26650,,8,1,2,9,6,16,16,20,24,29,3.344
106 26900,,16,7,21,5,17,21,25,36,63,87,3.41
106 31200,,8,7,18,7,24,36,26,80,49,18,3.267
106 32210,,7,5,8,12,19,18,22,65,72,48,3.496
106 34230,,1,0,0,0,2,3,6,8,10,20,3.796
106 35120,,0,0,0,0,0,2,5,15,18,10,3.86
106 35120,,0,0,0,0,0,2,5,15,18,10,3.86
106 36200,,5,6,6,2,4,13,22,72,78,47,3.646
106 37300,,3,9,9,13,11,68,121,323,311,250,3.766
106 37300,,3,9,9,13,11,68,121,323,311,250,3.766
106 37710,04,0,0,0,0,0,0,0,0,1,0,4.0
106 37710,05,0,0,0,0,0,0,0,0,1,0,4.0
106 37710,08,0,0,0,0,0,0,0,0,0,10,4.3
106 37710,11,0,0,0,0,0,0,0,0,0,2,4.3
106 37710,13,0,0,0,0,0,0,0,0,0,1,4.3
106 37720,02,0,0,0,0,0,0,0,0,0,1,4.3
106 37720,04,0,0,0,0,0,0,0,0,1,1,4.15
106 37720,05,0,0,0,0,0,0,0,1,1,3,4.12
106 37720,07,0,0,0,0,0,0,0,0,1,6,4.257
106 37720,08,0,0,0,0,0,0,0,1,1,16,4.25
106 37720,09,0,0,0,0,0,0,0,0,1,1,4.15
106 37720,10,0,0,0,0,0,0,1,0,4,0,3.86
106 37720,11,0,0,0,0,0,0,0,1,1,3,4.12
106 37720,12,0,0,0,0,0,0,0,0,2,1,4.1
106 37720,13,0,0,0,0,0,0,0,0,1,1,4.15
106 39820,,3,0,0,0,0,0,0,31,100,45,3.956
106 42100,,0,0,0,7,2,22,21,82,87,33,3.741
106 46400,,6,2,5,7,20,16,20,37,47,71,3.583
106 47000,,7,3,4,3,7,16,15,38,102,76,3.734
106 47000,,7,3,4,3,7,16,15,38,102,76,3.734
106 47200,,1,0,2,2,3,7,16,68,116,46,3.846
106 48950,,0,0,0,0,0,1,7,18,13,0,3.71
107 10221,01,3,0,6,1,4,2,7,39,22,19,3.575
107 10221,02,0,1,1,0,2,3,3,14,19,44,3.966
107 10221,03,1,0,2,1,2,3,1,13,31,55,3.969
107 10311,01,2,1,5,2,5,6,9,27,31,21,3.594
107 10311,02,0,0,0,0,0,0,4,14,41,38,4.045
107 10311,03,3,0,0,1,2,6,3,19,30,28,3.764
107 10401,01,0,2,1,3,2,2,8,23,32,37,3.839
107 10401,02,2,0,0,0,4,3,10,13,38,41,3.867
107 10401,03,2,2,2,0,4,4,2,15,26,45,3.822
107 10510,,2,1,0,0,3,31,21,74,103,39,3.743
107 20101,01,6,5,4,10,9,14,23,32,38,32,3.409
107 20101,02,9,0,5,5,9,17,25,34,46,20,3.383
107 20221,01,0,0,0,1,1,7,11,22,39,30,3.862
107 20221,02,0,0,0,0,1,5,7,36,30,17,3.824
107 20221,03,0,1,1,1,9,5,19,31,16,18,3.605
107 20301,,34,4,6,20,22,32,38,52,48,85,3.213
107 20421,01,0,1,3,3,5,7,17,18,22,17,3.58
107 20421,02,0,0,2,0,3,5,7,18,25,46,3.911
107 20421,03,1,0,0,0,2,5,5,35,43,10,3.776
107 20501,01,0,0,0,0,0,0,4,39,65,13,3.912
107 20501,02,0,4,3,1,4,10,11,20,35,16,3.606
107 20501,03,7,3,4,3,7,10,16,21,27,19,3.326
107 20701,,5,2,3,5,5,6,8,28,50,87,3.802
107 22511,01,7,9,7,3,11,14,11,32,33,48,3.434
107 22511,02,7,4,7,1,15,9,16,41,41,31,3.444
107 22511,03,7,5,3,2,8,12,16,19,36,73,3.634
107 22511,04,12,1,4,1,11,11,7,29,31,45,3.438
107 22511,05,8,1,5,3,10,10,14,26,39,55,3.57
107 22511,06,8,9,4,6,8,14,17,19,38,69,3.52
107 22511,07,3,3,6,5,16,8,10,20,39,79,3.696
107 22511,08,5,3,4,6,9,10,8,27,30,76,3.676
107 22511,09,12,5,5,6,11,6,20,24,47,39,3.374
107 22511,10,4,6,7,3,9,19,15,37,47,31,3.484
107 22511,11,8,4,7,6,7,17,17,27,35,34,3.375
107 22511,12,8,3,2,6,11,13,14,22,41,39,3.465
107 22511,13,8,7,4,5,9,12,12,32,54,36,3.466
107 22511,14,4,4,8,0,8,11,9,22,39,79,3.718
107 22511,15,12,2,5,3,8,13,13,25,51,46,3.472
107 22511,16,6,5,4,6,12,11,16,28,33,49,3.499
107 22511,17,5,1,4,3,5,11,8,31,45,71,3.747
107 22511,18,5,8,9,5,9,11,7,18,28,59,3.496
107 22511,19,12,3,5,8,9,10,9,24,42,37,3.355
107 22511,20,11,6,9,8,16,19,14,30,31,38,3.249
107 22511,21,5,5,2,5,18,8,14,31,38,46,3.531
107 22511,22,5,5,5,7,8,20,9,24,28,61,3.541
107 22511,23,6,4,4,6,11,21,12,24,30,40,3.428
107 22511,24,6,4,5,0,11,9,12,22,36,82,3.696
107 22511,25,11,4,6,4,11,11,11,31,33,60,3.471
107 22511,26,7,3,2,1,20,14,9,29,33,39,3.466
107 22511,27,4,1,5,3,8,11,13,26,32,78,3.733
107 22511,28,8,7,6,3,7,14,15,34,43,42,3.461
107 22511,29,3,1,3,5,11,11,15,32,31,78,3.733
107 22511,30,7,5,8,10,11,19,8,32,39,44,3.411
107 22511,31,5,7,2,3,11,13,14,33,30,64,3.599
107 22511,32,4,1,3,4,8,16,11,20,29,42,3.575
107 22511,33,4,0,4,2,17,8,17,22,44,58,3.667
107 22511,34,3,7,6,2,13,12,12,23,37,66,3.625
107 22511,35,6,8,7,3,15,15,13,21,40,56,3.486
107 22511,36,5,2,3,4,12,9,19,29,47,69,3.682
107 22511,37,8,4,3,5,4,13,17,23,35,73,3.617
107 22511,38,8,4,6,0,8,5,16,29,32,71,3.625
107 22511,39,14,2,8,7,7,19,14,29,50,40,3.352
107 22511,40,5,2,3,7,11,17,16,25,24,26,3.377
107 22511,41,5,3,6,6,13,15,11,32,35,67,3.595
107 22511,42,2,4,4,5,7,11,15,25,30,27,3.51
107 22511,43,5,7,7,3,7,12,4,26,33,32,3.432
107 22511,44,5,2,3,2,8,5,7,12,11,16,3.252
107 22511,45,5,5,3,3,13,11,10,23,43,38,3.526
107 30101,,29,12,24,14,37,66,41,53,46,36,2.985
107 30201,,1,3,10,9,13,14,49,98,73,30,3.561
107 30301,,4,9,6,8,24,52,46,80,48,17,3.331
107 30421,01,0,0,1,1,2,7,12,22,35,53,3.907
107 30421,02,0,0,0,0,7,12,14,44,39,9,3.669
107 30501,01,2,1,5,6,10,12,18,44,33,22,3.512
107 30501,02,4,2,0,4,7,9,26,41,36,28,3.569
107 30531,,1,3,3,1,8,11,7,33,39,27,3.649
107 30601,,6,17,8,0,7,11,13,26,34,28,3.282
107 32301,,0,0,0,0,2,11,21,38,69,85,3.937
107 32521,01,1,4,2,2,10,12,20,31,55,60,3.742
107 32521,02,5,10,5,6,21,19,23,48,36,27,3.341
107 32521,03,2,2,4,1,7,21,13,34,50,59,3.72
107 32521,04,6,7,6,5,10,21,21,36,40,32,3.399
107 32521,05,3,2,4,1,13,17,21,34,50,30,3.565
107 32521,06,2,0,4,4,8,15,14,36,51,53,3.717
107 32521,07,3,7,6,6,12,9,13,38,36,56,3.577
107 32521,08,2,0,1,4,9,13,14,52,60,43,3.727
107 32521,09,1,2,2,7,10,14,20,32,41,62,3.704
107 32521,10,7,4,12,11,12,15,21,35,39,38,3.359
107 32521,11,1,6,4,7,10,16,13,33,57,44,3.62
107 32521,12,3,0,2,4,13,13,15,42,62,49,3.699
107 32521,13,5,7,10,6,7,12,11,38,37,57,3.529
107 32521,14,6,3,8,14,14,20,18,28,34,41,3.368
107 32521,15,2,6,4,3,10,14,17,40,56,37,3.605
107 32521,16,2,5,5,7,11,14,19,33,51,54,3.618
107 32521,17,2,4,10,7,12,25,16,43,39,45,3.506
107 32521,18,8,1,5,9,8,18,15,39,34,45,3.469
107 32521,19,8,2,4,6,7,12,13,32,44,70,3.628
107 32521,20,4,5,4,4,4,11,8,22,29,40,3.552
107 32521,21,3,4,2,4,7,11,15,33,58,50,3.693
107 32521,22,3,4,4,8,12,13,14,34,32,28,3.454
107 32521,23,0,5,3,8,11,12,9,41,32,38,3.594
107 32521,24,4,3,2,2,12,11,21,22,25,18,3.393
107 32521,25,1,1,1,2,5,8,15,13,12,22,3.575
107 32521,26,3,0,0,5,5,8,6,20,15,17,3.492
107 40111,,7,4,7,12,12,39,55,111,30,7,3.31
107 40401,,0,1,0,2,3,23,24,47,27,9,3.553
107 41001,,17,8,9,8,20,28,45,74,70,51,3.362
107 41401,,12,6,6,8,11,26,18,27,34,14,3.11
107 42531,01,2,6,5,8,10,18,29,47,63,59,3.623
107 42531,02,3,0,3,3,10,16,21,57,61,27,3.623
107 42531,03,0,1,4,2,3,19,13,34,18,7,3.467
107 80011,01,11,6,9,2,9,8,13,20,38,54,3.425
107 80011,02,4,7,2,3,10,13,15,22,37,69,3.651
107 80011,03,5,7,7,5,9,12,15,30,28,61,3.534
107 80011,03,5,7,7,5,9,12,15,30,28,61,3.534
107 80011,04,4,12,8,10,6,15,10,33,38,61,3.503
107 80011,05,8,4,9,3,6,16,16,27,42,62,3.54
107 80011,05,8,4,9,3,6,16,16,27,42,62,3.54
107 80011,05,8,4,9,3,6,16,16,27,42,62,3.54
107 80011,06,1,6,10,6,5,16,18,45,46,42,3.569
107 80011,06,1,6,10,6,5,16,18,45,46,42,3.569
107 80011,06,1,6,10,6,5,16,18,45,46,42,3.569
107 80011,07,6,7,7,7,10,15,12,35,37,57,3.504
107 80011,08,3,2,8,2,5,10,8,26,38,40,3.62
107 80011,08,3,2,8,2,5,10,8,26,38,40,3.62
107 80011,09,0,1,1,1,1,1,0,5,2,9,3.662
109 10010,,4,4,7,11,11,16,18,58,43,20,3.416
109 10701,01,0,0,0,2,11,13,45,36,17,3,3.432
109 10701,02,1,0,0,1,8,18,42,30,23,6,3.452
109 10711,01,0,1,1,1,11,22,45,24,9,4,3.324
109 10711,02,0,1,1,2,8,20,41,24,13,4,3.361
109 10800,01,0,3,1,3,5,10,15,23,38,33,3.71
109 10800,02,0,1,3,0,0,7,13,9,54,46,3.9
109 10800,02,0,1,3,0,0,7,13,9,54,46,3.9
109 12000,,6,4,2,10,2,0,1,28,24,9,3.265
109 12100,,7,3,2,0,3,8,12,111,313,440,4.044
109 12100,,7,3,2,0,3,8,12,111,313,440,4.044
109 12100,,7,3,2,0,3,8,12,111,313,440,4.044
109 14000,,9,1,6,3,10,19,31,61,16,6,3.225
109 14000,,9,1,6,3,10,19,31,61,16,6,3.225
109 14600,,2,0,0,2,5,5,20,19,37,30,3.72
109 14600,,2,0,0,2,5,5,20,19,37,30,3.72
109 15100,,7,0,1,1,0,22,60,81,28,17,3.471
109 15100,,7,0,1,1,0,22,60,81,28,17,3.471
109 15300,,1,1,0,0,1,6,34,60,68,31,3.772
109 15300,,1,1,0,0,1,6,34,60,68,31,3.772
109 15500,,2,0,0,0,0,0,0,6,14,7,3.734
109 15500,,2,0,0,0,0,0,0,6,14,7,3.734
109 20050,,1,0,2,1,2,4,7,13,13,0,3.416
109 20121,,1,0,0,0,0,0,3,21,11,5,3.734
109 21000,,23,28,21,15,11,19,20,28,26,22,2.718
109 21000,,23,28,21,15,11,19,20,28,26,22,2.718
109 22310,,7,1,1,0,6,3,7,10,24,10,3.304
109 22310,,7,1,1,0,6,3,7,10,24,10,3.304
109 23000,,10,12,5,7,15,16,42,82,46,5,3.26
109 23020,,0,0,1,0,7,15,14,14,18,10,3.53
109 23040,,1,0,0,0,1,3,1,12,12,7,3.716
109 23100,,0,0,0,0,3,4,11,8,7,3,3.525
109 23120,,1,0,0,0,0,0,2,3,7,1,3.571
109 23210,,0,0,0,1,4,3,18,25,9,2,3.526
109 24210,,9,1,2,6,9,18,24,34,13,1,3.069
109 24410,,2,0,0,0,3,2,8,18,16,13,3.661
109 24570,,1,0,0,0,0,0,0,6,8,0,3.613
109 24570,,1,0,0,0,0,0,0,6,8,0,3.613
109 31001,,28,19,10,11,9,14,11,23,17,14,2.522
109 31001,,28,19,10,11,9,14,11,23,17,14,2.522
109 32011,,12,13,13,6,10,17,15,31,15,6,2.825
109 32011,,12,13,13,6,10,17,15,31,15,6,2.825
109 33240,,0,0,0,0,0,0,0,3,10,1,3.957
109 33420,,0,0,0,0,2,5,5,7,6,0,3.472
109 33430,,2,0,0,0,2,2,10,25,77,44,3.914
109 33430,,2,0,0,0,2,2,10,25,77,44,3.914
109 34020,,1,0,0,0,0,3,4,15,5,2,3.543
109 34120,,2,0,3,3,4,3,11,14,12,1,3.266
109 34210,,0,0,0,0,2,3,13,34,17,0,3.639
109 34210,,0,0,0,0,2,3,13,34,17,0,3.639
109 43000,,1,0,1,1,3,2,5,21,65,54,3.953
121 D0010,,216,0,0,0,0,1,1,3,10,25,0.644
121 M0010,,179,0,0,0,0,2,1,9,37,34,1.285
121 M0680,,0,0,0,0,0,0,0,1,4,5,4.12
121 M0930,01,0,0,0,0,0,0,0,0,4,0,4.0
121 M0930,02,0,0,0,0,0,0,0,0,0,2,4.3
121 M0930,03,0,0,0,0,0,0,0,0,0,5,4.3
121 M0930,04,0,0,0,0,0,0,0,0,0,5,4.3
121 M0930,05,0,0,0,0,0,0,0,0,0,8,4.3
121 M0930,06,0,0,0,0,0,0,0,0,3,0,4.0
121 M0930,07,0,0,0,0,0,0,0,0,0,3,4.3
121 M0930,08,0,0,0,0,0,1,0,0,1,1,3.767
121 M0930,09,0,0,0,0,0,0,0,0,0,3,4.3
121 M0930,10,0,0,0,0,0,0,0,0,0,4,4.3
121 M0930,11,0,0,0,0,0,0,0,1,1,2,4.075
121 M0930,12,0,0,0,0,0,0,0,0,0,4,4.3
121 M0930,13,0,0,0,0,0,0,0,0,0,2,4.3
121 M0930,14,0,0,0,0,0,0,0,0,0,2,4.3
121 M0930,16,0,0,0,0,0,0,0,0,0,1,4.3
121 M2010,,0,0,0,0,0,3,2,7,4,3,3.705
121 M2450,,0,0,0,0,0,0,0,5,4,7,4.037
121 M2520,,0,0,0,0,0,0,0,0,2,2,4.15
121 M3260,,0,0,0,0,0,0,0,0,4,7,4.191
121 M4080,,1,0,0,0,0,0,0,0,2,1,3.075
122 D0010,,125,0,0,0,0,0,0,3,5,3,0.324
122 M0010,,90,0,0,0,0,0,1,7,32,13,1.49
122EM0070,01,1,0,0,0,0,1,2,10,17,2,3.733
122EM0070,02,1,0,0,0,0,3,7,8,11,1,3.548
122 M1041,,0,0,0,0,6,1,1,15,75,12,3.905
122 M1041,,0,0,0,0,6,1,1,15,75,12,3.905
122 M3120,,0,0,0,1,1,0,3,13,13,4,3.777
122 M3170,,0,0,0,0,0,1,0,4,13,10,4.029
122EM5600,,0,0,0,0,1,0,1,10,11,4,3.859
122 U0730,,2,0,0,0,1,2,8,20,22,16,3.745
122 U0730,,2,0,0,0,1,2,8,20,22,16,3.745
122 U0730,,2,0,0,0,1,2,8,20,22,16,3.745
122 U0770,,0,0,0,0,0,1,2,27,26,13,3.904
122 U0770,,0,0,0,0,0,1,2,27,26,13,3.904
122 U0770,,0,0,0,0,0,1,2,27,26,13,3.904
122 U1190,,5,1,0,0,3,8,8,27,53,63,3.827
122 U1190,,5,1,0,0,3,8,8,27,53,63,3.827
122 U1190,,5,1,0,0,3,8,8,27,53,63,3.827
122 U2310,,0,0,0,0,0,4,1,4,6,3,3.722
122 U2310,,0,0,0,0,0,4,1,4,6,3,3.722
122 U2310,,0,0,0,0,0,4,1,4,6,3,3.722
122 U2320,,0,1,0,1,3,1,4,11,12,14,3.77
122 U2320,,0,1,0,1,3,1,4,11,12,14,3.77
122 U2320,,0,1,0,1,3,1,4,11,12,14,3.77
123 D0010,,171,0,0,0,0,0,0,5,16,1,0.45
123 D0030,,0,0,0,0,0,1,0,5,32,1,3.944
123 M0010,,120,0,0,0,0,1,3,14,55,8,1.588
123 M0040,01,0,0,0,0,0,0,0,1,15,0,3.981
123 M0040,02,0,0,0,0,0,0,0,0,6,22,4.236
123 M0040,03,0,0,0,0,0,0,0,0,9,11,4.165
123 M0040,04,0,0,0,0,0,0,0,0,5,13,4.217
123 M0040,05,0,0,0,0,0,0,0,0,6,11,4.194
123 M0040,06,0,0,0,0,0,0,0,0,5,6,4.164
123 M0040,07,0,0,0,0,0,0,0,0,6,14,4.21
123 M0040,08,0,0,0,0,0,0,1,0,4,12,4.171
123 M0040,09,0,0,0,0,0,0,0,4,5,12,4.114
123 M0040,10,0,0,0,0,0,0,0,1,5,3,4.067
123 M0040,11,0,0,0,0,0,0,0,0,5,8,4.185
123 M0040,12,0,0,0,0,0,0,0,2,1,5,4.112
123 M0040,13,1,0,0,0,0,0,0,0,5,1,3.471
123 M0040,14,0,0,0,0,0,0,0,1,2,2,4.06
123 M0040,15,0,0,0,0,0,0,0,0,1,3,4.225
123 M0040,16,0,0,0,0,0,0,0,0,1,0,4.0
123 M0041,,2,0,2,0,7,10,17,33,27,7,3.516
123 M0781,,1,0,0,0,5,10,11,26,25,6,3.593
123 M1791,,0,0,0,0,1,0,3,7,11,27,4.053
123 M1791,,0,0,0,0,1,0,3,7,11,27,4.053
123 M6550,,0,0,0,0,0,0,1,2,2,0,3.74
123 M6550,,0,0,0,0,0,0,1,2,2,0,3.74
123 M6690,,0,0,0,0,0,0,1,5,6,0,3.817
123 U8020,,3,0,0,0,2,3,12,16,31,6,3.603
123 U8020,,3,0,0,0,2,3,12,16,31,6,3.603
123 U8240,,2,1,3,4,1,3,1,9,17,4,3.342
123 U8340,,0,0,0,0,0,0,1,1,3,4,4.022
123 U8520,,0,1,1,0,2,1,2,10,23,21,3.902
123 U8710,,0,0,0,0,1,0,0,4,3,11,4.042
123 U8810,,1,0,1,0,0,1,0,0,1,2,2.933
124 D0010,,115,0,0,0,0,0,0,2,6,4,0.383
124 D0101,,0,0,0,0,0,2,3,6,7,6,3.829
124 M0010,,38,0,0,0,0,0,1,6,21,13,2.094
124 M0270,,0,0,0,0,0,0,1,8,11,3,3.904
124 M0280,,0,0,0,0,0,1,0,7,5,5,3.911
124 M0290,,1,0,0,0,0,0,0,2,6,1,3.57
124 M0521,,0,0,0,0,0,0,0,2,6,1,3.967
124 M0540,,0,0,0,0,0,0,0,0,2,0,4.0
124 M0570,,0,0,0,1,0,0,0,0,2,1,3.65
124 M0830,,0,0,0,0,0,0,1,3,3,0,3.771
124EM2970,,1,0,0,0,0,0,0,1,3,1,3.333
124EM3000,,0,0,0,0,0,0,0,2,2,2,4.0
124 M7250,,0,0,0,0,0,0,1,3,1,1,3.783
124EM7380,,0,0,0,0,0,0,0,1,3,4,4.112
125 D0010,,54,0,0,0,0,0,1,2,5,0,0.495
125 D0030,01,0,0,0,0,0,0,0,0,1,3,4.225
125 D0030,02,0,0,0,0,0,1,0,0,1,0,3.5
125 D0030,03,0,0,0,0,0,0,0,1,0,0,3.7
125 D0030,04,0,0,0,0,0,0,0,1,0,0,3.7
125 D0030,05,0,0,0,0,0,0,0,0,0,1,4.3
125 M0010,,44,1,0,0,3,0,2,6,18,6,1.705
125 M1000,01,0,0,0,0,0,0,0,1,2,4,4.129
125 M1000,02,0,0,0,0,0,0,0,0,5,2,4.086
125 M1000,03,0,0,0,0,0,0,0,1,4,2,4.043
125 M1000,04,0,0,0,0,0,0,0,0,4,1,4.06
